title_number,title_text,chapter_number,chapter_text,offense_section,offense_text,section_number,section_text,subsection_number,subsection_text
20,"Decedents, Estates And Fiduciaries",51,Minors,5114,Service of process on nonresident guardian (Repealed),5114,Service of process on nonresident guardian (Repealed),NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5115,Appointment of guardian in conveyance,5115,Appointment of guardian in conveyance,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5116,"Orphan beneficiaries, charitable uses or trusts; administration, cities of first class",5116,"Orphan beneficiaries, charitable uses or trusts; administration, cities of first class",NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5121,"Necessity, form and amount",5121,"Necessity, form and amount",NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5122,When bond not required,5122,When bond not required,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5123,Requiring or changing amount of bond,5123,Requiring or changing amount of bond,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5131,Grounds and procedure,5131,Grounds and procedure,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5141,Possession of real and personal property,5141,Possession of real and personal property,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5142,Inventory,5142,Inventory,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5143,Abandonment of property,5143,Abandonment of property,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5144,"Powers, duties and liabilities identical with personal representatives",5144,"Powers, duties and liabilities identical with personal representatives",NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5145,Investments,5145,Investments,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5146,Guardian named in conveyance,5146,Guardian named in conveyance,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5147,Proceedings against guardian,5147,Proceedings against guardian,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5151,Power to sell personal property,5151,Power to sell personal property,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5152,Power to lease,5152,Power to lease,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5153,Provisions identical to other estates,5153,Provisions identical to other estates,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5154,Title of purchaser,5154,Title of purchaser,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5155,Order of court,5155,Order of court,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5161,When accounting filed,5161,When accounting filed,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5162,Where accounts filed,5162,Where accounts filed,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5163,"Notice, audits, reviews and distribution",5163,"Notice, audits, reviews and distribution",NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5163.1,Distribution to personal representative (Repealed),5163,"Notice, audits, reviews and distribution",1,Distribution to personal representative (Repealed)
20,"Decedents, Estates And Fiduciaries",51,Minors,5164,Distributions for support and education,5164,Distributions for support and education,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5165,Notice to guardian or guardian ad litem,5165,Notice to guardian or guardian ad litem,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5166,Death of minor,5166,Death of minor,NA,NA
20,"Decedents, Estates And Fiduciaries",51,Minors,5167,Failure to present claim at audit,5167,Failure to present claim at audit,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5301,Short title of chapter and definitions,5301,Short title of chapter and definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5302,Scope and jurisdiction,5302,Scope and jurisdiction,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5303,Nomination of custodian,5303,Nomination of custodian,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5304,Transfer by gift or exercise of power of appointment,5304,Transfer by gift or exercise of power of appointment,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5305,Transfer authorized by will or trust,5305,Transfer authorized by will or trust,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5306,Other transfer by fiduciary,5306,Other transfer by fiduciary,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5307,Transfer by obligor,5307,Transfer by obligor,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5308,Receipt for custodial property,5308,Receipt for custodial property,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5309,Manner of creating custodial property and effecting transfer,5309,Manner of creating custodial property and effecting transfer,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5310,Single custodianship,5310,Single custodianship,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5311,Validity and effect of transfer,5311,Validity and effect of transfer,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5312,Care of custodial property,5312,Care of custodial property,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5313,Powers of custodian,5313,Powers of custodian,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5314,Use of custodial property,5314,Use of custodial property,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5315,"Expenses, compensation and bond of custodian",5315,"Expenses, compensation and bond of custodian",NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5316,Exemption of third person from liability,5316,Exemption of third person from liability,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5317,Liability to third persons,5317,Liability to third persons,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5318,"Renunciation, resignation, death or removal of custodian",5318,"Renunciation, resignation, death or removal of custodian",NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5319,Accounting by and determination of liability of,5319,Accounting by and determination of liability of,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5320,Termination of custodianship,5320,Termination of custodianship,NA,NA
20,"Decedents, Estates And Fiduciaries",53,Pennsylvania Uniform Transfers to Minors Act,5321,Delay in transfer of custodial property after minor attains age 21,5321,Delay in transfer of custodial property after minor attains age 21,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5421,Applicability,5421,Applicability,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5422,Definitions,5422,Definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5423,Legislative findings and intent,5423,Legislative findings and intent,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5424,Compliance,5424,Compliance,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5425,Conflicting advance health care directives,5425,Conflicting advance health care directives,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5426,Death not suicide or homicide,5426,Death not suicide or homicide,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5427,Life insurance,5427,Life insurance,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5428,Health care instruments optional,5428,Health care instruments optional,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5429,Pregnancy,5429,Pregnancy,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5430,Effect of divorce,5430,Effect of divorce,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5431,Liability,5431,Liability,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5432,Criminal penalties,5432,Criminal penalties,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5433,Forms,5433,Forms,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5434,Construction,5434,Construction,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5441,Short title of subchapter,5441,Short title of subchapter,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5442,Execution,5442,Execution,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5443,When living will operative,5443,When living will operative,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5444,Revocation,5444,Revocation,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5445,Emergency medical services,5445,Emergency medical services,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5446,Validity,5446,Validity,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5447,Form,5447,Form,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5451,Short title of subchapter,5451,Short title of subchapter,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5452,Execution,5452,Execution,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5453,Requirements and options,5453,Requirements and options,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5454,When health care power of attorney operative,5454,When health care power of attorney operative,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5455,Appointment of health care agents,5455,Appointment of health care agents,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5456,Authority of health care agent,5456,Authority of health care agent,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5457,Countermand,5457,Countermand,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5458,Amendment,5458,Amendment,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5459,Revocation,5459,Revocation,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5460,Relation of health care agent to court-appointed guardian and other agents,5460,Relation of health care agent to court-appointed guardian and other agents,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5461,Decisions by health care representative,5461,Decisions by health care representative,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5462,Duties of attending physician and health care provider,5462,Duties of attending physician and health care provider,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5463,Effect on other State law,5463,Effect on other State law,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5464,Validity,5464,Validity,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5465,Form,5465,Form,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5471,Example,5471,Example,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5481,Short title of subchapter,5481,Short title of subchapter,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5482,Legislative findings and intent,5482,Legislative findings and intent,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5483,Definitions,5483,Definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5484,"Orders, bracelets and necklaces",5484,"Orders, bracelets and necklaces",NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5485,Revocation,5485,Revocation,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5486,"Absence of order, bracelet or necklace",5486,"Absence of order, bracelet or necklace",NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5487,Emergency medical services,5487,Emergency medical services,NA,NA
20,"Decedents, Estates And Fiduciaries",54,Health Care,5488,Advisory committee,5488,Advisory committee,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5501,Meaning of incapacitated person,5501,Meaning of incapacitated person,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5502,Purpose of chapter,5502,Purpose of chapter,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5505,Provisions similar to small estates of minors,5505,Provisions similar to small estates of minors,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5511,Petition and hearing; independent evaluation,5511,Petition and hearing; independent evaluation,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5512,County of appointment; qualifications,5512,County of appointment; qualifications,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5512.1,Determination of incapacity and appointment of guardian,5512,County of appointment; qualifications,1,Determination of incapacity and appointment of guardian
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5512.2,Review hearing,5512,County of appointment; qualifications,2,Review hearing
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5512.3,Annual report,5512,County of appointment; qualifications,3,Annual report
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5513,Emergency guardian,5513,Emergency guardian,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5514,To fill vacancy; co-guardian,5514,To fill vacancy; co-guardian,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5515,Provisions similar to other estates,5515,Provisions similar to other estates,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5516,Fiduciary estate,5516,Fiduciary estate,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5517,Adjudication of capacity and modification of existing orders,5517,Adjudication of capacity and modification of existing orders,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5518,Evidence of incapacity,5518,Evidence of incapacity,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5518.1,Cross-examination of witnesses,5518,Evidence of incapacity,1,Cross-examination of witnesses
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5521,"Provisions concerning powers, duties and liabilities",5521,"Provisions concerning powers, duties and liabilities",NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5522,Power to lease,5522,Power to lease,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5523,Collateral attack,5523,Collateral attack,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5524,Effect of determination of incapacity,5524,Effect of determination of incapacity,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5525,Notice to Commonwealth and political subdivisions,5525,Notice to Commonwealth and political subdivisions,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5531,When accounting filed,5531,When accounting filed,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5532,Where accounts filed,5532,Where accounts filed,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5533,"Notice, audits, reviews and distribution",5533,"Notice, audits, reviews and distribution",NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5533.1,Account of personal representative of deceased incompetent (Repealed),5533,"Notice, audits, reviews and distribution",1,Account of personal representative of deceased incompetent (Repealed)
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5534,Recognition of claims,5534,Recognition of claims,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5535,Disposition of trust income,5535,Disposition of trust income,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5536,Distributions of income and principal during incapacity,5536,Distributions of income and principal during incapacity,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5537,Reserve for funeral,5537,Reserve for funeral,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5551,Guardianship support agencies; legislative intent,5551,Guardianship support agencies; legislative intent,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5552,Services to individuals whose decision-making ability,5552,Services to individuals whose decision-making ability,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5553,Guardianship services,5553,Guardianship services,NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5554,"Services to courts, guardians and others",5554,"Services to courts, guardians and others",NA,NA
20,"Decedents, Estates And Fiduciaries",55,Incapacitated Persons,5555,Costs and compensation,5555,Costs and compensation,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5601,General provisions,5601,General provisions,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5601.1,Powers of attorney presumed durable,5601,General provisions,1,Powers of attorney presumed durable
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5601.2,Special rules for gifts (Repealed),5601,General provisions,2,Special rules for gifts (Repealed)
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5601.3,Agent's duties,5601,General provisions,3,Agent's duties
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5601.4,Authority that requires specific and general grant of authority,5601,General provisions,4,Authority that requires specific and general grant of authority
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5602,Form of power of attorney,5602,Form of power of attorney,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5603,Implementation of power of attorney,5603,Implementation of power of attorney,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5604,Durable powers of attorney,5604,Durable powers of attorney,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5605,Power of attorney not revoked until notice,5605,Power of attorney not revoked until notice,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5606,Proof of continuance of powers of attorney by,5606,Proof of continuance of powers of attorney by,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5607,Corporate agent,5607,Corporate agent,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5608,Acceptance of and reliance upon power of attorney,5608,Acceptance of and reliance upon power of attorney,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5608.1,Liability for refusal to accept power of attorney,5608,Acceptance of and reliance upon power of attorney,1,Liability for refusal to accept power of attorney
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5608.2,Activities through employees,5608,Acceptance of and reliance upon power of attorney,2,Activities through employees
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5609,Compensation and reimbursement for expenses,5609,Compensation and reimbursement for expenses,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5610,Account,5610,Account,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5611,Validity,5611,Validity,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5612,Principles of law and equity,5612,Principles of law and equity,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5613,Meaning and effect of power of attorney,5613,Meaning and effect of power of attorney,NA,NA
20,"Decedents, Estates And Fiduciaries",56,Powers of Attorney,5614,Jurisdiction and venue,5614,Jurisdiction and venue,NA,NA
20,"Decedents, Estates And Fiduciaries",57,Absentees and Presumed Decedents,5701,Proof of death,5701,Proof of death,NA,NA
20,"Decedents, Estates And Fiduciaries",57,Absentees and Presumed Decedents,5702,Trustee for absentee,5702,Trustee for absentee,NA,NA
20,"Decedents, Estates And Fiduciaries",57,Absentees and Presumed Decedents,5703,Distribution of property of absentee,5703,Distribution of property of absentee,NA,NA
20,"Decedents, Estates And Fiduciaries",57,Absentees and Presumed Decedents,5704,Notice to absentee,5704,Notice to absentee,NA,NA
20,"Decedents, Estates And Fiduciaries",57,Absentees and Presumed Decedents,5705,Search for absentee,5705,Search for absentee,NA,NA
20,"Decedents, Estates And Fiduciaries",57,Absentees and Presumed Decedents,5706,"Persons presumed dead from September 11, 2001, terrorist attack",5706,"Persons presumed dead from September 11, 2001, terrorist attack",NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5801,Applicability,5801,Applicability,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5802,Definitions,5802,Definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5803,Legislative findings and intent,5803,Legislative findings and intent,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5804,Compliance,5804,Compliance,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5805,Liability,5805,Liability,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5806,Penalties,5806,Penalties,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5807,Rights and responsibilities,5807,Rights and responsibilities,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5808,Combining mental health instruments,5808,Combining mental health instruments,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5821,Short title of subchapter,5821,Short title of subchapter,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5822,Execution,5822,Execution,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5823,Form,5823,Form,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5824,Operation,5824,Operation,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5825,Revocation,5825,Revocation,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5826,Amendment,5826,Amendment,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5831,Short title of subchapter,5831,Short title of subchapter,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5832,Execution,5832,Execution,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5833,Form,5833,Form,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5834,Operation,5834,Operation,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5835,Appointment of mental health care agents,5835,Appointment of mental health care agents,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5836,Authority of mental health care agent,5836,Authority of mental health care agent,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5837,Removal of agent,5837,Removal of agent,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5838,Effect of divorce,5838,Effect of divorce,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5839,Revocation,5839,Revocation,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5840,Amendment,5840,Amendment,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5841,Relation of mental health care agent to court-appointed guardian and other agents,5841,Relation of mental health care agent to court-appointed guardian and other agents,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5842,Duties of attending physician and mental health care provider,5842,Duties of attending physician and mental health care provider,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5843,Construction,5843,Construction,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5844,Conflicting provisions,5844,Conflicting provisions,NA,NA
20,"Decedents, Estates And Fiduciaries",58,Mental Health Care,5845,Validity,5845,Validity,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5901,Short title of chapter,5901,Short title of chapter,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5902,Definitions,5902,Definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5903,International application of chapter,5903,International application of chapter,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5904,Communication between courts,5904,Communication between courts,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5905,Cooperation between courts,5905,Cooperation between courts,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5906,Taking testimony in another state,5906,Taking testimony in another state,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5911,Definitions; significant connection factors,5911,Definitions; significant connection factors,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5912,Exclusive basis,5912,Exclusive basis,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5913,Jurisdiction,5913,Jurisdiction,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5914,Special jurisdiction,5914,Special jurisdiction,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5915,Exclusive and continuing jurisdiction,5915,Exclusive and continuing jurisdiction,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5916,Appropriate forum,5916,Appropriate forum,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5917,Jurisdiction declined by reason of conduct,5917,Jurisdiction declined by reason of conduct,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5918,Notice of proceeding,5918,Notice of proceeding,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5919,Proceedings in more than one state,5919,Proceedings in more than one state,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5921,Transfer of guardianship or conservatorship to another state,5921,Transfer of guardianship or conservatorship to another state,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5922,Accepting guardianship or conservatorship transferred from another state,5922,Accepting guardianship or conservatorship transferred from another state,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5931,Registration of guardianship orders,5931,Registration of guardianship orders,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5932,Registration of protective orders,5932,Registration of protective orders,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5933,Effect of registration,5933,Effect of registration,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5991,Uniformity of application and construction,5991,Uniformity of application and construction,NA,NA
20,"Decedents, Estates And Fiduciaries",59,Uniform Adult Guardianship and Protective Proceedings Jurisdiction,5992,Relation to Electronic Signatures in Global and National Commerce Act,5992,Relation to Electronic Signatures in Global and National Commerce Act,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6101,Definitions,6101,Definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6102,Termination of trusts (Deleted by amendment),6102,Termination of trusts (Deleted by amendment),NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6103,Release or disclaimer of powers or interests (Repealed),6103,Release or disclaimer of powers or interests (Repealed),NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6103.1,Release of powers and interests and disclaimer of powers,6103,Release or disclaimer of powers or interests (Repealed),1,Release of powers and interests and disclaimer of powers
20,"Decedents, Estates And Fiduciaries",61,Estates,6104,Rule against perpetuities,6104,Rule against perpetuities,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6105,Rule against perpetuities; disposition when invalidity occurs,6105,Rule against perpetuities; disposition when invalidity occurs,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6106,Income accumulations; when valid,6106,Income accumulations; when valid,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6107,Income accumulations; disposition when invalidity occurs,6107,Income accumulations; disposition when invalidity occurs,NA,NA
